Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.)
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,564,567,2.16E-04,43,95.8,290,29/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,17/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Sun-Synchronous,0,569,571,1.44E-04,97.7,95.9,300,27/4/2023,
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,564,567,2.16E-04,43,95.8,290,29/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,564,567,2.16E-04,43,95.8,290,29/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,564,567,2.16E-04,43,95.8,290,29/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,577,581,2.88E-04,70,96.1,290,3/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Polar,0,580,583,2.16E-04,70,96.2,290,31/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95,290,26/1/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,323,342,1.42E-03,43,95.8,290,2/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,24/3/2023,4
USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,0,565,567,1.44E-04,43,95.8,290,12/2/2023,4
